FEN,Response Move
r2q1rk1/1bp2pb1/p1n2npp/1p2p3/4P3/2NB3P/PPPB1PP1/R2QK1NR w KQ - 2 13,a2a3
r2q1rk1/1bp2pb1/p4npp/1p2p3/3nP3/P1NB3P/1PPB1PP1/R2QK1NR w KQ - 1 14,g1f3
r2q1rk1/1p3Ppp/p7/2bN4/2p1R3/P6P/2PQ1PP1/R5K1 b - - 0 20,f8f7
r2q1rk1/1p3p1p/2pp2p1/p5QN/3P4/4P1P1/P1P3PP/R4RK1 w - - 2 22,h5f6
r2q1rk1/1p3p2/p1p2bpp/n3p3/PN2P3/2P2N1P/RP2QPP1/3R2K1 b - - 1 19,d8e7
r2q1rk1/1p3p2/p1pp1bpp/n3P3/PN2P3/2P2N1P/RP2QPP1/5RK1 b - - 0 18,d6e5
r2q1rk1/1p3pb1/3p2pp/3Qp2n/Pp2P3/1P3NPP/2P1BP2/3RK2R b K - 1 19,d8c7
r2q1rk1/1p3pb1/3p2pp/p2Qp2n/PB2P3/1P3NPP/2P1BP2/R3K2R b KQ - 0 18,a5b4
r2q1rk1/1p3pb1/n2p2pp/p2Qp2n/P3P3/BP3NPP/2P1BP2/R3K2R b KQ - 0 17,a6b4
r2q1rk1/1p3pp1/p3bn1p/3pB3/8/3BP2P/PPP2PP1/R2Q1RK1 w - - 1 14,b2b3
r2q1rk1/1pp1nppp/p1n5/3pP3/5B2/P1PbP3/P4PPP/R2QK1NR w KQ - 0 11,d1d3
r2q1rk1/1pp1nppp/p1n5/3pPb2/5B2/P1P1P3/P4PPP/R2QKBNR w KQ - 1 10,f1d3
r2q1rk1/1pp1ppbp/p1n1bnp1/3p4/P2P1BP1/2N1PN1P/1PP2P2/R2QKB1R w KQ - 0 11,f1d3
r2q1rk1/1pp1ppbp/p1np1np1/8/P2P1Bb1/2N1PN2/1PP2PPP/R2QKB1R w KQ - 3 9,h2h3
r2q1rk1/1pp1ppbp/p1npbnp1/8/P2P1B2/2N1PN1P/1PP2PP1/R2QKB1R w KQ - 1 10,g2g4
r2q1rk1/1pp1ppbp/p3bnp1/3p4/Pn1P1BP1/2NBPN1P/1PP2P2/R2QK2R w KQ - 2 12,d3f1
r2q1rk1/1pp2ppp/p1Nbpn2/3p1b2/B2P4/2N1P3/PPP2PPP/R1BQ1RK1 b - - 0 9,b7c6
r2q1rk1/1pp2ppp/p1n3n1/3pP3/5B2/P1PQP3/P4PPP/R3K1NR w KQ - 1 12,g1h3
r2q1rk1/1pp3pp/p1n2pn1/3pP3/5B2/P1PQP2N/P4PPP/R3K2R w KQ - 0 13,e5f6
r2q1rk1/1ppb1pPn/p3p3/3p4/3P1P1b/P1NBP2Q/1PP5/R3K2R w KQ - 1 19,e1d2
r2q1rk1/1ppb1ppn/p3p2p/3pB1b1/3P2P1/P1NBP2Q/1PP2P2/R3K2R w KQ - 2 15,f2f4
r2q1rk1/1ppb1ppn/p3p2p/3pB1b1/3P2P1/P1NBPQ1P/1PP2P2/R3K2R w KQ - 3 13,h3h4
r2q1rk1/1ppb1ppn/p3p2p/3pB3/3P2Pb/P1NBPQ2/1PP2P2/R3K2R w KQ - 0 14,f3h3
r2q1rk1/1ppb1ppn/p3p2p/3pb1P1/3P1P2/P1NBP2Q/1PP5/R3K2R w KQ - 0 17,g5h6
r2q1rk1/1ppb1ppn/p3pb1P/3p4/3P1P2/P1NBP2Q/1PP5/R3K2R w KQ - 1 18,h6g7
r2q1rk1/1ppb1ppn/p3pb1p/3pB3/3P1PP1/P1NBP2Q/1PP5/R3K2R w KQ - 1 16,g4g5
r2q1rk1/1ppbbpp1/p3pn1p/3pB3/3P4/P1NBP2P/1PP2PP1/R2QK2R w KQ - 3 11,g2g4
r2q1rk1/1ppbbppn/p3p2p/3pB3/3P2P1/P1NBP2P/1PP2P2/R2QK2R w KQ - 1 12,d1f3
r2q1rk1/2p2ppp/p1Bbpn2/3p1b2/3P4/2N1P3/PPP2PPP/R1BQ1RK1 b - - 0 10,a8b8
r2q1rk1/2p2ppp/p1p1p3/4Bb2/3Pp3/2P1P3/PP3PPP/R2Q1RK1 b - - 2 13,a8b8
r2q1rk1/3n1pp1/3p3p/1bpNp1N1/4P3/3P4/PB3PPP/R2Q1RK1 b - - 0 18,d8g5
r2q1rk1/3n1pp1/3p3p/1bpNp3/P3P3/3P4/5PPP/R1BQ1RK1 b - - 0 20,d7b6
r2q1rk1/3nbpp1/3p3p/1bpNp3/4P3/3P3N/PB3PPP/R2Q1RK1 b - - 1 17,e7g5
r2q1rk1/3nbpp1/b2p3p/1PpNp3/4P3/3P3N/PB3PPP/R2QK2R b KQ - 0 16,a6b5
r2q1rk1/3nbpp1/bp1p3p/2p1p3/Q1P1P3/2NP3N/PB3PPP/R3K2R b KQ - 8 13,a6b7
r2q1rk1/3nbpp1/bp1p3p/2pNp3/2P1P3/3P3N/PB3PPP/R2QK2R b KQ - 12 15,b6b5
r2q1rk1/4nppp/p1n1p3/1p2P1P1/2p1NB1P/3pP3/PPPQ1P2/R3K2R w KQ - 2 16,c2c3
r2q1rk1/5bp1/p4pBp/1pnp4/5Q2/1P2P2P/PBP2PP1/R3R1K1 w - - 6 21,g6f5
r2q1rk1/5pp1/1N1p3p/1bp1p3/P3P3/3P4/5PPP/R1BQ1RK1 b - - 0 21,d8b6
r2q1rk1/5pp1/p3b2p/1p1pB1n1/8/1P1BPQ1P/P1P2PP1/R3R1K1 w - - 4 17,f3g3
r2q1rk1/5pp1/p3b2p/1p1pB3/4n3/1P1BP2P/P1P2PP1/R2QR1K1 w - - 2 16,d1f3
r2q1rk1/5pp1/p3bn1p/1p1pB3/8/1P1BP2P/P1P2PP1/R2Q1RK1 w - - 0 15,f1e1
r2q1rk1/6p1/p3bp1p/1p1p4/4n3/1P1BP1QP/PBP2PP1/R3R1K1 w - - 2 19,g3f4
r2q1rk1/6p1/p3bp1p/1p1pB1n1/8/1P1BP1QP/P1P2PP1/R3R1K1 w - - 0 18,e5b2
r2q1rk1/6p1/p3bp1p/1pnp1B2/5Q2/1P2P2P/PBP2PP1/R3R1K1 w - - 8 22,b2a3
r2q1rk1/6p1/p3bp1p/1pnp4/5Q2/1P1BP2P/PBP2PP1/R3R1K1 w - - 4 20,d3g6
r2q1rk1/6p1/p4p1p/1pBp4/5Q2/1P2P2P/P1b2PP1/R3R1K1 w - - 0 24,c5f8
r2q1rk1/6p1/p4p1p/1pnp1b2/5Q2/BP2P2P/P1P2PP1/R3R1K1 w - - 0 23,a3c5
r2q1rk1/p1p1bp2/2npb2p/4p1p1/8/2PPBNP1/P1P2PBP/1R1Q1RK1 b - - 1 12,a8b8
r2q1rk1/p1p2p2/bp2p1p1/3pB1PB/3PnPQp/2PKP2P/P1P5/R7 w - - 2 19,c3c4
r2q1rk1/p1p2pp1/2n2nbp/2b1p3/Pp1pP2P/1P1P1PN1/1BPNQ1P1/2KR1B1R b - - 0 15,d8d7
r2q1rk1/p1p2ppp/1p1b1n2/4N3/2Pp4/1Q6/PP3PPP/RNB1R1K1 b - - 0 13,d6e5
r2q1rk1/p1p2ppp/1p3n2/4R3/2Pp4/1Q6/PP3PPP/RNB3K1 b - - 0 14,f8e8
r2q1rk1/p1p2ppp/1pnb1n2/4P3/2Pp4/1Q3N2/PP3PPP/RNB1R1K1 b - - 0 12,c6e5
r2q1rk1/p1p2ppp/1pnb1n2/4p3/2PPP3/1Q3N2/PP3PPP/RNB1R1K1 b - - 0 11,e5d4
r2q1rk1/p1p2ppp/2n2nb1/2b1p3/Pp1pP3/1P1P1PNP/1BPNQ1P1/2KR1B1R b - - 0 14,h7h6
r2q1rk1/p1p2ppp/2n2nb1/2bpp3/Pp6/1P1PPPNP/1BPNQ1P1/2KR1B1R b - - 2 13,d5d4
r2q1rk1/p1p2ppp/2nb1nb1/1p1pp3/8/PP1PPPNP/1BPNQ1P1/R3KB1R b KQ - 0 11,b5b4
r2q1rk1/p1p2ppp/2nb1nb1/3pp3/Pp6/1P1PPPNP/1BPNQ1P1/R3KB1R b KQ - 0 12,d6c5
r2q1rk1/p1pb2pp/2p2pn1/4p3/2P1P3/NP3N2/P4PPP/R2QR1K1 b - - 0 12,d8e7
r2q1rk1/p2bbppp/3p1n2/4p3/8/4PQ2/PPPPNPPP/RNB2RK1 b - - 6 11,d6d5
r2q1rk1/p2bbppp/5n2/3p4/4p3/N3P1Q1/PPPPNPPP/R1B2RK1 b - - 1 13,d7b5
r2q1rk1/p2bbppp/5n2/3pp3/8/N3PQ2/PPPPNPPP/R1B2RK1 b - - 1 12,e5e4
r2q1rk1/p2n1p2/3b3p/2p2Rp1/8/2NP4/PPP1QPPP/R5K1 b - - 7 20,f8e8
r2q1rk1/p3b1pp/1p1p1n2/1Pp5/2Np4/P4P2/2bB2PP/R3KB1R b KQ - 1 19,d8e8
r2q1rk1/p3bp2/2p2n1p/2pPp1p1/6b1/2NPBN2/PPPQ1PPP/R3R1K1 b - - 0 13,c6d5
r2q1rk1/p3bp2/2pp1n1p/2p1p1p1/4P1b1/2NPBN2/PPPQ1PPP/R3R1K1 b - - 1 12,d6d5
r2q1rk1/p3bp2/5n1p/2p1R1p1/8/2NP4/PPPQ1PPP/R5K1 b - - 3 18,e7d6
r2q1rk1/p3bp2/5n1p/2p3p1/3p2N1/2NPB3/PPPQ1PPP/R3R1K1 b - - 0 15,d4e3
r2q1rk1/p3bp2/5n1p/2p3p1/6N1/2NPR3/PPPQ1PPP/R5K1 b - - 0 16,f6g4
r2q1rk1/p3bp2/5n1p/2ppN1p1/6b1/2NPB3/PPPQ1PPP/R3R1K1 b - - 0 14,d5d4
r2q1rk1/p3bp2/7p/2p3p1/4R1n1/2NP4/PPPQ1PPP/R5K1 b - - 1 17,g4f6
r2q1rk1/p3bppp/5n2/1b1p4/4p3/NP2P1Q1/P1PPNPPP/R1B2RK1 b - - 0 14,b5e2
r2q1rk1/p3bppp/5n2/3p4/4p3/NP2P1Q1/P1PPbPPP/R1B1R1K1 b - - 1 15,e7d6
r2q1rk1/p4p2/3b1n1p/2p2Rp1/8/2NP4/PPPQ1PPP/R5K1 b - - 5 19,f6d7
r2q1rk1/p4pp1/3b1n1p/3p1Q2/4p3/NP2P3/P1PPbPPP/R1B1R1K1 b - - 1 17,e2g4
r2q1rk1/p4ppp/3b1n2/3p2Q1/4p3/NP2P3/P1PPbPPP/R1B1R1K1 b - - 3 16,h7h6
r2q1rk1/pR3ppp/B1p1p3/3pbb2/3P1B2/4P3/P1P2PPP/3Q1RK1 w - - 0 15,d4e5
r2q1rk1/pR3ppp/B1pbp3/3p1b2/3P1B2/4PN2/P1P2PPP/3Q1RK1 w - - 1 14,f3e5
r2q1rk1/pR3ppp/n1p1p3/3p1b2/1b1P1B2/3BPN2/P1P2PPP/3Q1RK1 w - - 1 13,d3a6
r2q1rk1/pRp1bpp1/2npb2p/4p3/8/2PPBNP1/P1P2PBP/3Q1RK1 b - - 0 11,g7g5
r2q1rk1/pbp1p3/1p3ppQ/3nB3/6Pp/3B3P/PPP2P2/2KR3R w - - 0 17,h6g6
r2q1rk1/pbp1pp2/1p3np1/3PB2p/8/2QB3P/PPP2PP1/2KR3R w - - 1 14,g2g4
r2q1rk1/pbp1pp2/1p4p1/3nB2p/6P1/2QB3P/PPP2P2/2KR3R w - - 0 15,c3d2
r2q1rk1/pbp1pp2/1p4p1/3nB3/6Pp/3B3P/PPPQ1P2/2KR3R w - - 0 16,d2h6
r2q1rk1/pbp3pp/1pn1Q3/5p2/8/2NB2P1/PPP2P1P/R4RK1 b - - 0 18,g8h8
r2q1rk1/pp1nbp1b/2p1pnpP/3pN1B1/3P4/2NBPQ2/PPP2P2/R3K2R w KQ - 4 15,e1c1
r2q1rk1/pp1nppbp/2p2np1/3p4/3P1BbP/2N1PN2/PPP1BPP1/R2QK2R w KQ - 3 9,f3e5
r2q1rk1/pp1nppbp/2p2np1/3pN3/3P1B1P/2N1P3/PPP1bPP1/R2QK2R w KQ - 0 10,d1e2
r2q1rk1/pp2b1pp/2np1nb1/1Pp5/2Np4/5P2/P1PB2PP/R2QKB1R b KQ - 0 15,c6b4
r2q1rk1/pp2b1pp/3p1n2/BPp5/2Np4/P4P2/2b3PP/R3KB1R b KQ - 1 18,b7b6
r2q1rk1/pp2b1pp/3p1nb1/1Pp5/1nNp4/P4P2/2PB2PP/R2QKB1R b KQ - 0 16,b4c2
r2q1rk1/pp2b1pp/3p1nb1/1Pp5/2Np4/P4P2/2QB2PP/R3KB1R b KQ - 0 17,g6c2
r2q1rk1/pp2bp2/2Bp1n1p/2p1p1p1/4P1b1/2NPBN2/PPP2PPP/R1Q1R1K1 b - - 0 11,b7c6
r2q1rk1/pp2bpp1/2np1n1p/2pBp3/4P1b1/2NPBN2/PPP2PPP/R1Q1R1K1 b - - 6 10,g7g5
r2q1rk1/pp2bppp/n3pn2/1NppN3/3PbBP1/2P1P3/PP3P1P/R2QKB1R w KQ - 1 10,h1g1
r2q1rk1/pp2bppp/n3pn2/1NppNb2/3P1B2/2P1P3/PP3PPP/R2QKB1R w KQ - 3 9,g2g4
r2q1rk1/pp2ppbp/2p2np1/3pn3/3P1B1P/2N1P3/PPP1QPP1/R3K2R w KQ - 0 11,f4e5
r2q1rk1/pp3p1p/n2p4/3p1b2/3Pp2R/4P1P1/PPPQBPP1/2KR4 w - - 1 16,e2g4
r2q1rk1/pp3p1p/n2p4/3p4/3Pp1bR/4P1P1/PPPQ1PP1/2KR4 w - - 0 17,h4g4
r2q1rk1/pp3pb1/3pbN1p/2p1p3/2P1P2Q/8/PPP2PPP/RN2K2R b KQ - 0 16,d8f6
r2q1rk1/pp3ppp/2p1p1b1/3p4/3PnPP1/P1N1KN1P/1P3P2/Q4B1R w - - 1 15,f3e5
r2q1rk1/pp3ppp/2p1p1b1/3pN3/3P1PP1/P1n1K2P/1P3P2/Q4B1R w - - 0 16,e5g6
r2q1rk1/pp3ppp/2p1p3/3p1b2/3PnP2/P1N1KN1P/1P3PP1/Q4B1R w - - 3 14,g2g4
r2q1rk1/pp3ppp/n1p1p3/3p1b2/3P1B2/2bBPN2/P1P2PPP/1R1Q1RK1 w - - 2 12,b1b7
r2q1rk1/pp3ppp/n2bpn2/1NppN3/3PbBP1/2P1P3/PP3P1P/R2QKBR1 w Q - 3 11,g4g5
r2q1rk1/pp4p1/2p1p2p/3pP2n/8/2P1P2P/P1Q2PPB/R4RK1 w - - 1 18,g2g4
r2q1rk1/pp4pp/2p1p1p1/3p4/3P1PP1/P1n1K2P/1P3P2/Q4B1R w - - 0 17,b2c3
r2q1rk1/ppn2p1p/4p1p1/2ppPbPQ/5B1P/2P1P3/PP3P2/R3KBR1 w Q - 0 17,h5h6
r2q1rk1/ppn2p1p/4p1pQ/2p1PbP1/3p1B1P/2P1P3/PP3P2/R3KBR1 w Q - 0 18,h4h5
r2q1rk1/ppn2p1p/4p1pQ/2p1PbPP/5B2/2PpP3/PP3P2/R3KBR1 w Q - 0 19,e1c1
r2q1rk1/ppn2p1p/4p1pQ/4PbPP/2p2B2/2PpP3/PP3P2/2KR1BR1 w - - 0 20,h5g6
r2q1rk1/ppn2ppp/4p3/2ppP1P1/4bB1P/2P1P3/PP3P2/R2QKBR1 w Q - 0 15,d1g4
r2q1rk1/ppn2ppp/4p3/2ppPbP1/5BQP/2P1P3/PP3P2/R3KBR1 w Q - 2 16,g4h5
r2q1rk1/ppn4p/4p1pQ/4PbP1/2p2B2/2PpP3/PP3P2/2KR1BR1 w - - 0 21,g1h1
r2q1rk1/ppp1bpp1/2n1p1p1/3p2B1/3Pn1P1/2N1P2P/PPP2P2/R2QKB1R w KQ - 4 13,c3e4
r2q1rk1/ppp1bpp1/2n1p1p1/6B1/3Pp1P1/4P2P/PPP2P2/R2QKB1R w KQ - 0 14,h3h4
r2q1rk1/ppp1bpp1/2n1pnp1/1N1p2B1/3P2P1/4P2P/PPP2P2/R2QKB1R w KQ - 2 12,b5c3
r2q1rk1/ppp1bppp/2npb3/4p3/8/2PPBNP1/P1P2PBP/1R1Q1RK1 b - - 4 10,h7h6
r2q1rk1/ppp1nppp/4p3/4N3/3PbB2/2P5/P4PPP/R2Q1RK1 w - - 4 13,d1g4
r2q1rk1/ppp2p1b/2nbpnpp/3p4/3N2B1/P1BPP2P/1PP2PP1/RN1QK2R b KQ - 1 11,c6d4
r2q1rk1/ppp2p1b/3b1npp/3pp3/6B1/P1BPP2P/1PP2PP1/RN1QK2R b KQ - 1 13,f8e8
r2q1rk1/ppp2p1b/3bpnpp/3p4/3B2B1/P2PP2P/1PP2PP1/RN1QK2R b KQ - 0 12,e6e5
r2q1rk1/ppp2p1p/3p2p1/3b4/3PN3/4PQP1/P1P3PP/R4RK1 w - - 0 18,e4f6
r2q1rk1/ppp2p1p/3pb1p1/3n4/2BPN3/4PQP1/P1P3PP/R4RK1 w - - 5 17,c4d5
r2q1rk1/ppp2pp1/2n1p1p1/6b1/3Pp1PP/4P3/PPP2P2/R2QKB1R w KQ - 0 15,h4g5
r2q1rk1/ppp2pp1/2nbpnp1/1N1p4/3P1BP1/4P2P/PPP2P2/R2QKB1R w KQ - 0 11,f4g5
r2q1rk1/ppp2ppb/2nbpn1p/3p3B/3N4/P1BPP2P/1PP2PP1/RN1QK2R b KQ - 9 10,g7g6
r2q1rk1/ppp2ppp/2nb1nb1/3pp3/8/PP1PP1NP/1BPNQPP1/R3KB1R b KQ - 3 10,b7b5
r2q1rk1/ppp2ppp/2nbpnb1/1N1pN3/3P1BP1/4P2P/PPP2P2/R2QKB1R w KQ - 5 10,e5g6
r2q1rk1/ppp2ppp/4p1n1/4N3/3PbBQ1/2P5/P4PPP/R4RK1 w - - 6 14,h2h4
r2q1rk1/ppp2ppp/4p3/4N3/3PbBQ1/2P2nP1/P4P2/R4RK1 w - - 1 16,e5f3
r2q1rk1/ppp2ppp/4p3/4N3/3PbBQn/2P5/P4PP1/R4RK1 w - - 0 15,g2g3
r2q1rk1/ppp2ppp/4p3/8/1B1P4/3bP1P1/PP2N1BP/4QRK1 b - - 4 15,f8e8
r2q1rk1/ppp3pp/4p3/5p2/3P1B2/2P2bPQ/P4P2/R4RK1 w - - 0 18,a1e1
r2q1rk1/ppp3pp/4p3/5p2/3PbBQ1/2P2NP1/P4P2/R4RK1 w - - 0 17,g4h3
r2q1rk1/pppbbp1n/2np3B/1N2p3/2B1P3/2PP1Q2/PP3P1P/2KR2NR b - - 0 13,f8e8
r2q1rk1/pppbbpp1/2np1n1p/1N2p1P1/2B1P3/2PPBQ2/PP3P1P/2KR2NR b - - 0 11,f6h7
r2q1rk1/pppbbppn/2np3P/1N2p3/2B1P3/2PPBQ2/PP3P1P/2KR2NR b - - 0 12,g7h6
r2q2k1/1b3pB1/p5pp/4N3/8/3B3P/1PP1n1P1/R2nK2R w KQ - 0 21,e1e2
r2q2k1/1b3pB1/p5pp/4N3/8/3B3P/1nP1K1P1/R6R w - - 0 22,a1a3
r2q2k1/1p3pb1/p5pp/7r/4P3/1P1P3P/1PQNn1PK/2R2R2 b - - 3 26,g7e5
r2q2k1/1p3pb1/p5pp/7r/4Pn2/1P1P3P/1PQN2P1/2R2RK1 b - - 1 25,f4e2
r2q2k1/1p3pbp/p4np1/4r3/8/1P1PPN1P/1P2Q1P1/R4RK1 b - - 1 21,e5h5
r2q2k1/1p3pbp/p4np1/7r/8/1P1PPN1P/1P2Q1P1/2R2RK1 b - - 3 22,f6d5
r2q2k1/1p3pbp/p5p1/3n3r/4P3/1P1P1N1P/1P2Q1P1/2R2RK1 b - - 0 23,d5f4
r2q2k1/1p3pbp/p5p1/7r/4Pn2/1P1P1N1P/1PQ3P1/2R2RK1 b - - 2 24,h7h6
r2q2k1/1p3rpp/p7/2bN4/2p1R3/P6P/2PQ1PP1/3R2K1 b - - 1 21,f7f2
r2q2k1/1p4pp/p1p2rn1/3pn3/5B2/P1P1P2N/P3QPPP/R4RK1 w - - 0 16,f4g5
r2q2k1/1p4pp/p7/2bN4/2p1R3/P6P/2P2rP1/3RQ1K1 b - - 1 22,f2e2
r2q2k1/1p4pp/p7/2bN4/2p5/P3R2P/2P1r1P1/3RQ1K1 b - - 3 23,e2e1
r2q2k1/1pp3pp/p1n2rn1/3p4/5B2/P1PQP2N/P4PPP/R3K2R w KQ - 0 14,e1g1
r2q2k1/1pp3pp/p4rn1/3pn3/5B2/P1PQP2N/P4PPP/R4RK1 w - - 2 15,d3e2
r2q2k1/p1p2ppp/1p3n2/4r3/2Pp4/6Q1/PP1B1PPP/RN4K1 b - - 1 16,d8e7
r2q2k1/pp1r3p/4p1p1/4P1P1/2p1bQ2/2Pp1P2/PP6/2KR1B1R w - - 0 26,f3e4
r2q2k1/pp1r3p/4p1p1/4PbP1/2p2Q2/2PpPP2/PP6/2KR1B1R w - - 1 25,e3e4
r2q2k1/pp3r1p/4p1p1/4PbP1/2p2n2/2PpPP2/PP5Q/2KR1B1R w - - 0 24,h2f4
r2q2k1/pp3r1p/4p1pQ/3nPbP1/2p2B2/2PpPP2/PP6/2KR1B1R w - - 1 23,h6h2
r2q2k1/ppn2r1p/4p1pQ/4PbP1/2p2B2/2PpP3/PP3P2/2KR1B1R w - - 2 22,f2f3
r2q2k1/ppp2pp1/2nb4/3Br1Pp/3Q2bP/2N5/PPP1PP2/R3K2R w KQ - 2 16,d4c4
r2q2kr/ppp3pp/2n1b3/1N6/5Q2/8/PPP1PPPP/R3KBNR w KQ - 1 11,a1d1
r2q2rk/pp3p1p/n2p4/3p4/3Pp1R1/4P1P1/PPPQ1PP1/2K4R w - - 3 19,g4h4
r2q3k/pbp3pp/1pn5/5B2/8/2N3P1/PPP2P1P/R4RK1 b - - 0 20,d8f6
r2q3k/pp3prp/n2p4/3p4/3Pp2R/4P1P1/PPPQ1PP1/2K4R w - - 5 20,d2a5
r2q3r/pp2kpbp/n3p1p1/1Bpn4/3P1B2/4PN2/PP3PPP/R2QK2R w KQ - 2 13,d4c5
r2q3r/ppp2kpp/2n1b3/1N6/4Qb2/8/PPP1PPPP/R3KBNR w KQ - 0 10,e4f4
r2q3r/ppp2kpp/2nbb3/1N1Q4/4nB2/8/PPP1PPPP/R3KBNR w KQ - 1 9,d5e4
r2q3r/pppk1p2/3p1pnB/2b1pN2/2P1P3/5Q2/PPP2PPP/R4RK1 b - - 0 13,h8h6
r2q4/1b3pk1/p5pp/4N3/8/R2B3P/1nP1K1P1/7R w - - 0 23,h1b1
r2q4/1b3pk1/p5pp/4N3/8/R2n3P/2P1K1P1/1R6 w - - 0 24,a3d3
r2q4/p1p1pk2/5n2/Q2p3r/3P4/2P2P2/PPb1P3/RNb1KBR1 b Q - 0 17,e7e5
r2q4/p1p1pk2/5n2/nQ1p1b1r/3P4/2P2P2/PP2P3/RNb1KBR1 b Q - 2 16,f5c2
r2q4/p1p2k2/5n2/Q2pP2r/8/2P2P2/PPb1P3/RNb1KBR1 b Q - 0 18,f6e4
r2q4/p1p2k2/8/Q2pP2r/4n3/N1P2P2/PPb1P3/R1b1KBR1 b Q - 2 19,d8h4
r2q4/pQp1pk2/2n2n2/3p1b1r/3P4/2P2P2/PP2P3/RNb1KBR1 b Q - 0 15,c6a5
r2q4/ppp1pk2/2n1bn1b/3p3r/3P4/2PQ1P2/PP2P3/RNB1KBR1 b Q - 4 13,e6f5
r2q4/ppp1pk2/2n2n1b/1Q1p1b1r/3P4/2P2P2/PP2P3/RNB1KBR1 b Q - 6 14,h6c1
r2q4/ppp1pkb1/2n1bn2/3p3r/3P4/2P2P2/PP1QP3/RNB1KBR1 b Q - 2 12,g7h6
r2q4/ppp1pkb1/2n2n2/3p3r/3P2b1/2P2P2/PP2P3/RNBQKBR1 b Q - 0 11,g4e6
r2q4/pppk1p2/3p1pnN/2b1p3/2P1P3/5Q2/PPP2PPP/R4RK1 b - - 0 14,d8h8
r2qk1nr/1b2bp1p/2npp1p1/ppp5/2P1PP2/1P1P1N2/PB1NB1PP/R2QK2R b KQkq - 0 10,g8f6
r2qk1nr/1b2bppp/2npp3/ppp5/4PP2/1PPP1N2/PB1NB1PP/R2QK2R b KQkq - 1 9,g7g6
r2qk1nr/1p1Nn1p1/p3pp1p/2b5/4P3/5Q2/PPP2PPP/RNB2RK1 b kq - 0 10,d8d7
r2qk1nr/1pp2ppp/p1n5/3pPb2/1b3B2/N7/PPP1PPPP/R2QKBNR w KQkq - 2 7,c2c3
r2qk1nr/1pp2ppp/p1n5/3pPb2/5B2/b1P5/PP2PPPP/R2QKBNR w KQkq - 0 8,b2a3
r2qk1nr/2p2pp1/p1pbp1b1/3p2Pp/3P1B1P/2N1PP2/PPP5/R2QK1NR w KQkq - 1 11,g1e2
r2qk1nr/3b1p2/p3p1pp/2Q1P3/2p5/2N5/PPP2PPP/R1B1K2R b KQkq - 0 12,a8c8
r2qk1nr/4bp2/p1p1b2p/2ppP1p1/4P3/1PPQ1N2/PB3PPP/RN1R2K1 b kq - 1 12,d5e4
r2qk1nr/4bpp1/p1p1b2p/2ppP3/4P3/1PPQ1N2/P4PPP/RNBR2K1 b kq - 0 11,g7g5
r2qk1nr/5p1p/b1p1p1p1/p2pP1B1/Pb1Q4/2N2N2/1PP2PPP/R3R1K1 b kq - 2 14,d8c7
r2qk1nr/5pb1/p2pB1pp/1p2n3/8/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 0 12,f7e6
r2qk1nr/5pp1/2n4p/1p2p3/2p1P1PP/P1PP2Q1/3BB3/2K3NR b kq - 0 18,a8a3
r2qk1nr/6b1/p2pp1pp/1p2N3/8/2N5/PPP2PPP/R1BQ1RK1 b kq - 0 13,g7e5
r2qk1nr/8/p2pp1pp/1p2b3/8/2NQ4/PPP2PPP/R1B2RK1 b kq - 1 14,a8c8
r2qk1nr/b1pb1pp1/2np3p/1B2p3/1P2P3/1QPP1N2/5PPP/RNB2RK1 b kq - 2 11,g8f6
r2qk1nr/p1p2pp1/1pnb3p/1B1p1b2/3P1B2/P1N1PN2/1P3PPP/R2QK2R b KQkq - 1 9,d8d7
r2qk1nr/p1p2pp1/1pnbp2p/3P1b2/3P1B2/P1N1PN2/1P3PPP/R2QKB1R b KQkq - 0 8,e6d5
r2qk1nr/p1p2ppp/1pnb4/4p3/2PpP3/1QP2N2/PP3PPP/RNB2RK1 b kq - 0 9,g8f6
r2qk1nr/p1p2ppp/1pnbp3/3p1b2/2PP1B2/P1N1PN2/1P3PPP/R2QKB1R b KQkq - 0 7,h7h6
r2qk1nr/pb1pbppp/2n1p3/1pp5/4PP2/1PPP1N2/P2N2PP/R1BQKB1R b KQkq - 0 7,d7d6
r2qk1nr/pb2bppp/2npp3/1pp5/4PP2/1PPP1N2/P2NB1PP/R1BQK2R b KQkq - 1 8,a7a5
r2qk1nr/pbpp1ppp/1p1bp3/1N2n3/3P1B2/8/PPP1PPPP/R2QKB1R w KQkq - 0 7,d4e5
r2qk1nr/pbpp1ppp/1p1bp3/8/1B1P1P2/3BPN2/PPP3PP/RN1QK2R b KQkq - 0 7,d6b4
r2qk1nr/pbpp1ppp/1p1bp3/8/3P1P2/2PBPN2/PP1N2PP/R2QK2R b KQkq - 2 9,g8f6
r2qk1nr/pbpp1ppp/1p2p3/1Nb1P3/5B2/8/PPP1PPPP/R2QKB1R w KQkq - 1 8,e2e3
r2qk1nr/pbpp1ppp/1p2p3/8/1b1P1P2/2PBPN2/PP4PP/RN1QK2R b KQkq - 0 8,b4d6
r2qk1nr/pbpp1ppp/1pnbp3/1N6/3P1B2/5N2/PPP1PPPP/R2QKB1R w KQkq - 6 6,f3e5
r2qk1nr/pbpp1ppp/1pnbp3/8/3P1P2/3BPN2/PPPB2PP/RN1QK2R b KQkq - 4 6,c6b4
